seqno,xdegs,ydegs,zdegs,xg,yg,zg,movement
477,0.06,0.05,0.04,0.01,0.01,1.03,Still
478,0.05,0.05,0.04,0.01,0.01,1.03,Still
479,0.06,0.04,0.03,0.01,0.01,1.03,Still
480,0.05,0.04,0.03,0.01,0.01,1.03,Still
481,0.07,0.04,0.03,0.01,0.01,1.03,Still
482,0.05,0.05,0.04,0.01,0.01,1.03,Still
483,0.06,0.05,0.04,0.01,0.01,1.03,Still
484,0.06,0.05,0.04,0.01,0.01,1.04,Still
485,0.05,0.04,0.04,0.01,0.01,1.03,Still
486,0.06,0.05,0.03,0.01,0.01,1.03,Still
487,0.05,0.03,0.03,0.01,0.01,1.04,Still
488,0.06,0.05,0.03,0.01,0.01,1.04,Still
489,0.06,0.04,0.03,0.01,0.01,1.03,Still
490,0.05,0.05,0.04,0.01,0.01,1.03,Still
491,0.05,0.04,0.04,0.01,0.01,1.03,Still
492,0.06,0.05,0.03,0.01,0.01,1.03,Still
493,0.05,0.05,0.04,0.01,0.01,1.03,Still
494,0.05,0.04,0.04,0.01,0.01,1.03,Still
495,0.05,0.04,0.03,0.01,0.01,1.03,Still
496,0.06,0.04,0.03,0.01,0.01,1.03,Still
497,0.05,0.05,0.03,0.01,0.01,1.04,Still
498,0.05,0.04,0.03,0.01,0.01,1.03,Still
499,0.06,0.04,0.04,0.01,0.01,1.03,Still
500,0.06,0.04,0.03,0.01,0.01,1.03,Still
501,0.06,0.04,0.04,0.01,0.01,1.03,Still
502,0.06,0.05,0.03,0.01,0.01,1.03,Still
503,0.05,0.05,0.05,0.01,0.01,1.03,Still
504,0.05,0.05,0.04,0.01,0.01,1.03,Still
505,0.05,0.05,0.04,0.01,0.01,1.03,Still
506,0.06,0.05,0.04,0.01,0.01,1.03,Still
507,0.05,0.05,0.04,0.01,0.01,1.03,Still
508,0.05,0.04,0.03,0.01,0.01,1.03,Still
509,0.06,0.05,0.03,0.01,0.01,1.03,Still
510,0.05,0.04,0.03,0.01,0.01,1.03,Still
511,0.05,0.05,0.03,0.01,0.01,1.03,Still
512,0.06,0.04,0.04,0.01,0.01,1.03,Still
513,0.05,0.05,0.03,0.01,0.01,1.03,Still
514,0.06,0.04,0.03,0.01,0.01,1.03,Still
515,0.05,0.04,0.04,0.01,0.01,1.03,Still
516,0.05,0.04,0.03,0.01,0.01,1.03,Still
517,0.05,0.05,0.03,0.01,0.01,1.03,Still
518,0.05,0.03,0.04,0.01,0.01,1.03,Still
519,0.05,0.06,0.03,0.01,0.01,1.03,Still
520,0.05,0.03,0.03,0.01,0.01,1.03,Still
521,0.06,0.04,0.03,0.01,0.01,1.03,Still
522,0.05,0.05,0.03,0.01,0.01,1.03,Still
523,0.05,0.04,0.04,0.01,0.01,1.03,Still
524,0.06,0.04,0.05,0.01,0.01,1.03,Still
525,0.05,0.04,0.04,0.01,0.01,1.03,Still
526,0.05,0.05,0.04,0.01,0.01,1.03,Still
527,0.06,0.05,0.05,0.01,0.01,1.03,Still
528,0.06,0.05,0.04,0.01,0.01,1.03,Still
529,0.05,0.04,0.04,0.01,0.01,1.03,Still
530,0.05,0.05,0.03,0.01,0.01,1.03,Still
531,0.06,0.06,0.05,0.01,0.01,1.03,Still
532,0.05,0.05,0.04,0.01,0.01,1.03,Still
533,0.06,0.06,0.04,0.02,0.01,1.03,Still
534,0.05,0.04,0.04,0.01,0.01,1.03,Still
535,0.05,0.05,0.04,0.01,0.01,1.03,Still
536,0.05,0.05,0.04,0.01,0.01,1.03,Still
537,0.05,0.05,0.04,0.01,0.01,1.03,Still
538,0.05,0.05,0.03,0.02,0.01,1.04,Still
539,0.05,0.05,0.03,0.01,0.01,1.03,Still
540,0.05,0.05,0.04,0.01,0.01,1.03,Still
541,0.05,0.05,0.03,0.01,0.01,1.04,Still
542,0.06,0.04,0.04,0.01,0.01,1.03,Still
543,0.06,0.05,0.04,0.02,0.01,1.03,Still
544,0.05,0.04,0.04,0.01,0.01,1.03,Still
545,0.05,0.04,0.03,0.01,0.01,1.03,Still
546,0.05,0.04,0.04,0.01,0.01,1.03,Still
547,0.05,0.04,0.02,0.01,0.01,1.04,Still
548,0.05,0.04,0.04,0.01,0.01,1.03,Still
549,0.05,0.05,0.04,0.02,0.01,1.03,Still
550,0.05,0.05,0.04,0.01,0.01,1.03,Still
551,0.05,0.04,0.03,0.01,0.01,1.03,Still
552,0.05,0.05,0.03,0.01,0.01,1.04,Still
553,0.06,0.04,0.03,0.01,0.01,1.03,Still
554,0.05,0.04,0.04,0.01,0.01,1.03,Still
555,0.05,0.05,0.04,0.01,0.01,1.03,Still
556,0.06,0.05,0.03,0.01,0.01,1.04,Still
557,0.05,0.04,0.04,0.01,0.01,1.03,Still
558,0.05,0.04,0.04,0.01,0.01,1.03,Still
559,0.05,0.04,0.04,0.01,0.01,1.03,Still
560,0.05,0.03,0.03,0.01,0.01,1.03,Still
561,0.05,0.04,0.04,0.01,0.01,1.03,Still
562,0.05,0.05,0.04,0.01,0.01,1.03,Still
563,0.05,0.03,0.03,0.01,0.01,1.03,Still
564,0.06,0.05,0.04,0.01,0.01,1.03,Still
565,0.05,0.04,0.04,0.01,0.01,1.03,Still
566,0.05,0.05,0.04,0.01,0.01,1.03,Still
567,0.05,0.04,0.04,0.01,0.01,1.03,Still
568,0.05,0.04,0.03,0.01,0.01,1.03,Still
569,0.05,0.04,0.03,0.01,0.01,1.03,Still
570,0.05,0.05,0.03,0.01,0.01,1.04,Still
571,0.05,0.03,0.04,0.01,0.01,1.04,Still
572,0.05,0.05,0.03,0.01,0.01,1.03,Still
573,0.05,0.05,0.03,0.01,0.01,1.03,Still
574,0.06,0.04,0.04,0.01,0.01,1.03,Still
575,0.05,0.05,0.03,0.01,0.01,1.03,Still
576,0.05,0.04,0.04,0.01,0.01,1.03,Still
577,0.05,0.04,0.03,0.01,0.01,1.03,Still
578,0.05,0.05,0.04,0.01,0.01,1.03,Still
579,0.05,0.05,0.03,0.01,0.01,1.03,Still
580,0.05,0.03,0.04,0.01,0.02,1.03,Still
581,0.05,0.05,0.04,0.01,0.01,1.03,Still
582,0.06,0.04,0.05,0.01,0.01,1.03,Still
583,0.05,0.05,0.04,0.01,0.01,1.03,Still
584,0.05,0.04,0.03,0.01,0.01,1.03,Still
585,0.05,0.04,0.04,0.01,0.01,1.03,Still
586,0.05,0.05,0.03,0.01,0.01,1.04,Still
587,0.06,0.04,0.03,0.01,0.01,1.03,Still
588,0.06,0.04,0.04,0.01,0.01,1.03,Still
589,0.05,0.04,0.04,0.01,0.01,1.03,Still
590,0.06,0.04,0.03,0.01,0.01,1.03,Still
591,0.06,0.04,0.03,0.01,0.01,1.03,Still
592,0.06,0.05,0.04,0.01,0.01,1.03,Still
593,0.06,0.04,0.03,0.01,0.01,1.03,Still
594,0.05,0.04,0.04,0.01,0.01,1.03,Still
595,0.05,0.04,0.03,0.01,0.01,1.03,Still
596,0.06,0.05,0.04,0.01,0.01,1.03,Still
597,0.05,0.04,0.03,0.01,0.01,1.03,Still
598,0.05,0.06,0.04,0.01,0.01,1.03,Still
599,0.05,0.04,0.04,0.01,0.01,1.03,Still
600,0.06,0.04,0.03,0.01,0.01,1.04,Still
601,0.06,0.04,0.04,0.01,0.01,1.03,Still
602,0.05,0.05,0.04,0.01,0.01,1.03,Still
603,0.05,0.04,0.03,0.01,0.01,1.03,Still
604,0.05,0.05,0.04,0.01,0.01,1.03,Still
605,0.06,0.05,0.03,0.01,0.01,1.03,Still
606,0.06,0.05,0.04,0.01,0.01,1.03,Still
607,0.06,0.04,0.03,0.01,0.01,1.04,Still
608,0.06,0.05,0.04,0.01,0.01,1.03,Still
609,0.05,0.04,0.03,0.01,0.01,1.03,Still
610,0.06,0.04,0.04,0.01,0.01,1.03,Still
611,0.05,0.04,0.04,0.01,0.01,1.04,Still
612,0.06,0.05,0.04,0.01,0.01,1.03,Still
613,0.06,0.05,0.04,0.01,0.01,1.03,Still
614,0.05,0.05,0.03,0.01,0.01,1.03,Still
615,0.06,0.04,0.03,0.01,0.01,1.03,Still
616,0.06,0.04,0.03,0.01,0.01,1.04,Still
617,0.05,0.04,0.04,0.01,0.01,1.03,Still
618,0.04,0.04,0.04,0.01,0.01,1.03,Still
619,0.05,0.05,0.04,0.01,0.01,1.03,Still
620,0.06,0.04,0.04,0.01,0.01,1.04,Still
621,0.05,0.05,0.04,0.01,0.01,1.03,Still
622,0.06,0.04,0.03,0.01,0.01,1.04,Still
623,0.05,0.05,0.04,0.01,0.01,1.03,Still
624,0.04,0.04,0.04,0.01,0.01,1.03,Still
625,0.04,0.05,0.03,0.01,0.01,1.03,Still
626,0.06,0.06,0.04,0.01,0.01,1.03,Still
627,0.05,0.04,0.04,0.01,0.01,1.03,Still
628,0.05,0.04,0.03,0.01,0.01,1.03,Still
629,0.05,0.05,0.03,0.02,0.01,1.03,Still
630,0.06,0.04,0.03,0.01,0.01,1.03,Still
631,0.05,0.04,0.03,0.01,0.01,1.03,Still
632,0.05,0.05,0.05,0.01,0.01,1.03,Still
633,0.06,0.05,0.02,0.01,0.01,1.03,Still
634,0.05,0.04,0.04,0.01,0.01,1.03,Still
635,0.05,0.04,0.04,0.01,0.01,1.03,Still
636,0.05,0.05,0.03,0.01,0.01,1.03,Still
637,0.06,0.05,0.04,0.01,0.01,1.03,Still
638,0.06,0.05,0.04,0.01,0.01,1.03,Still
639,0.05,0.04,0.04,0.01,0.01,1.03,Still
640,0.05,0.04,0.04,0.01,0.01,1.03,Still
641,0.05,0.05,0.03,0.01,0.01,1.04,Still
642,0.04,0.04,0.04,0.01,0.01,1.03,Still
643,0.05,0.05,0.04,0.01,0.01,1.03,Still
644,0.06,0.05,0.03,0.01,0.01,1.03,Still
645,0.05,0.05,0.04,0.01,0.01,1.03,Still
646,0.05,0.04,0.04,0.01,0.01,1.03,Still
647,0.06,0.05,0.03,0.01,0.02,1.03,Still
648,0.04,0.05,0.03,0.01,0.01,1.04,Still
649,0.05,0.04,0.02,0.01,0.01,1.03,Still
650,0.05,0.04,0.03,0.01,0.01,1.03,Still
651,0.05,0.04,0.03,0.01,0.01,1.03,Still
652,0.05,0.05,0.04,0.01,0.01,1.03,Still
653,0.05,0.05,0.04,0.01,0.01,1.03,Still
654,0.06,0.04,0.04,0.01,0.01,1.03,Still
655,0.05,0.05,0.03,0.01,0.01,1.03,Still
656,0.05,0.04,0.04,0.01,0.01,1.03,Still
657,0.06,0.05,0.03,0.01,0.01,1.04,Still
658,0.05,0.04,0.04,0.01,0.01,1.04,Still
659,0.06,0.04,0.04,0.01,0.01,1.03,Still
660,0.04,0.05,0.04,0.01,0.01,1.03,Still
661,0.05,0.04,0.04,0.01,0.01,1.04,Still
662,0.06,0.04,0.04,0.01,0.01,1.03,Still
663,0.05,0.05,0.03,0.01,0.01,1.03,Still
664,0.06,0.05,0.03,0.01,0.01,1.03,Still
665,0.05,0.04,0.04,0.01,0.01,1.03,Still
666,0.06,0.04,0.03,0.01,0.01,1.03,Still
667,0.06,0.04,0.04,0.01,0.01,1.03,Still
668,0.05,0.05,0.04,0.01,0.01,1.03,Still
669,0.05,0.05,0.05,0.01,0.01,1.03,Still
670,0.06,0.04,0.02,0.01,0.01,1.03,Still
671,0.05,0.04,0.04,0.01,0.02,1.03,Still
672,0.05,0.04,0.03,0.01,0.01,1.03,Still
673,0.05,0.05,0.05,0.01,0.01,1.03,Still
674,0.05,0.04,0.03,0.01,0.01,1.03,Still
675,0.05,0.04,0.04,0.01,0.01,1.03,Still
676,0.06,0.05,0.04,0.01,0.01,1.04,Still
677,0.05,0.04,0.04,0.01,0.01,1.03,Still
678,0.06,0.04,0.02,0.01,0.01,1.03,Still
679,0.06,0.04,0.03,0.01,0.01,1.03,Still
680,0.05,0.05,0.04,0.01,0.01,1.03,Still
681,0.06,0.05,0.04,0.01,0.01,1.03,Still
682,0.05,0.06,0.03,0.01,0.01,1.03,Still
683,0.05,0.05,0.03,0.01,0.01,1.03,Still
684,0.06,0.04,0.03,0.01,0.01,1.03,Still
685,0.05,0.04,0.03,0.01,0.01,1.03,Still
686,0.05,0.05,0.03,0.01,0.01,1.03,Still
687,0.05,0.04,0.04,0.01,0.01,1.03,Still
688,0.06,0.05,0.04,0.01,0.02,1.04,Still
689,0.04,0.05,0.03,0.01,0.02,1.03,Still
690,0.05,0.04,0.03,0.01,0.01,1.03,Still
691,0.05,0.05,0.03,0.01,0.01,1.03,Still
692,0.05,0.03,0.04,0.01,0.01,1.03,Still
693,0.06,0.04,0.05,0.01,0.01,1.03,Still
694,0.05,0.04,0.03,0.01,0.01,1.03,Still
695,0.05,0.04,0.04,0.01,0.01,1.03,Still
696,0.05,0.05,0.03,0.01,0.01,1.03,Still
697,0.06,0.05,0.03,0.01,0.01,1.03,Still
698,0.05,0.05,0.04,0.01,0.01,1.04,Still
699,0.05,0.05,0.03,0.01,0.01,1.04,Still
700,0.05,0.04,0.04,0.01,0.01,1.04,Still
701,0.05,0.05,0.03,0.01,0.01,1.03,Still
702,0.06,0.05,0.03,0.01,0.01,1.03,Still
703,0.05,0.04,0.03,0.01,0.01,1.03,Still
704,0.06,0.04,0.05,0.01,0.01,1.03,Still
705,0.05,0.04,0.04,0.01,0.01,1.03,Still
706,0.05,0.04,0.03,0.01,0.01,1.04,Still
707,0.05,0.04,0.04,0.01,0.01,1.03,Still
708,0.05,0.04,0.03,0.01,0.01,1.03,Still
709,0.06,0.05,0.04,0.01,0.01,1.03,Still
710,0.06,0.04,0.04,0.01,0.01,1.03,Still
711,0.05,0.05,0.04,0.01,0.01,1.03,Still
712,0.06,0.05,0.03,0.01,0.01,1.03,Still
713,0.05,0.05,0.04,0.01,0.01,1.03,Still
714,0.05,0.04,0.03,0.01,0.01,1.03,Still
715,0.05,0.05,0.04,0.01,0.01,1.03,Still
716,0.04,0.05,0.04,0.01,0.01,1.03,Still
717,0.05,0.04,0.04,0.01,0.01,1.03,Still
718,0.05,0.05,0.03,0.01,0.01,1.03,Still
719,0.05,0.05,0.03,0.01,0.01,1.04,Still
720,0.05,0.05,0.04,0.01,0.01,1.03,Still
721,0.05,0.05,0.03,0.01,0.01,1.03,Still
722,0.06,0.06,0.04,0.01,0.01,1.03,Still
723,0.05,0.05,0.03,0.01,0.01,1.03,Still
724,0.05,0.04,0.04,0.01,0.01,1.03,Still
725,0.06,0.05,0.04,0.01,0.01,1.03,Still
726,0.06,0.04,0.03,0.01,0.01,1.03,Still
727,0.06,0.03,0.03,0.01,0.01,1.03,Still
728,0.06,0.05,0.04,0.01,0.01,1.03,Still
729,0.06,0.05,0.04,0.01,0.01,1.03,Still
730,0.05,0.05,0.03,0.01,0.01,1.04,Still
731,0.05,0.04,0.04,0.01,0.01,1.03,Still
732,0.05,0.04,0.04,0.01,0.01,1.03,Still
733,0.06,0.04,0.04,0.01,0.01,1.03,Still
734,0.05,0.04,0.03,0.01,0.01,1.03,Still
