seqno,xdegs,ydegs,zdegs,xg,yg,zg,movement
462,0.05,0.04,0.04,0.01,-0.01,1.03,sideways
463,0.05,0.04,0.04,0.01,-0,1.03,sideways
464,0.05,0.05,0.03,0.01,-0,1.03,sideways
465,0.06,0.04,0.03,0.01,-0,1.03,sideways
466,0.06,0.04,0.03,0.01,-0,1.03,sideways
467,0.05,0.03,0.03,0.01,-0,1.03,sideways
468,0.05,0.04,0.03,0.01,0,1.03,sideways
469,0.04,0.05,-0.33,-0.07,0.03,1.02,sideways
470,0.05,0.05,-0.12,-0.08,0,1.03,sideways
471,0.05,0.05,-0.32,-0.1,-0.02,1.03,sideways
472,0,0.07,-0.18,-0.13,0.02,1.01,sideways
473,0.08,0.03,0.48,-0.1,-0.12,1.14,sideways
474,0.07,0.08,0.63,0.02,-0.02,1.09,sideways
475,0.06,0.02,0.45,-0.08,-0.01,1.09,sideways
476,0.03,0.02,0.8,0.1,0.01,1.05,sideways
477,0.09,0,0.57,0.17,-0.04,1.06,sideways
478,0.04,0.03,-0.24,0.19,-0.02,1.02,sideways
479,0.05,0.04,-0.09,0.16,0,1.05,sideways
480,0.05,0.05,0.04,0.05,0,1.03,sideways
481,0.05,0.05,0.01,0.05,-0,1.03,sideways
482,0.05,0.06,-0.05,-0,-0.01,1.03,sideways
483,0.06,0.05,0.03,0.01,-0,1.02,sideways
484,0.05,0.04,0.03,0.01,-0,1.03,sideways
485,0.05,0.04,0.04,0.01,-0,1.03,sideways
486,0.05,0.04,0.03,0.01,-0,1.03,sideways
487,0.06,0.04,0.05,0.01,-0,1.03,sideways
488,0.06,0.04,0.04,0.01,-0,1.03,sideways
489,0.06,0.05,0.04,0.01,-0,1.02,sideways
490,0.06,0.05,0.04,0.01,-0,1.02,sideways
491,0.06,0.04,0.04,0.01,-0,1.03,sideways
492,0.03,0.03,-0.19,0.07,0.01,0.97,sideways
493,0.06,0.06,-0.2,0.1,-0.01,1.01,sideways
494,0.05,0.08,0.01,0.15,-0.01,1,sideways
495,0.07,0.08,-0.24,0.21,-0.03,1,sideways
496,0.06,0.05,-0.43,0.15,0.02,1,sideways
497,0.06,0.08,-0.14,0.15,-0.05,1.01,sideways
498,0.06,0.06,-0.35,-0.15,0.14,1,sideways
499,0.11,0.03,-0.01,0.06,-0.01,0.8,sideways
500,0.05,0.02,-0.01,-0.11,0,0.92,sideways
501,0.04,0.04,-0.17,-0.05,-0,1,sideways
502,0.07,0.03,0.03,-0.1,-0.01,1.01,sideways
503,0.07,0.03,-0.09,-0.15,-0.02,1.03,sideways
504,0.05,0.04,0.03,-0.03,-0,1.03,sideways
505,0.06,0.05,0.08,-0.01,0.02,1.03,sideways
506,0.06,0.04,0.27,0.01,-0,1.03,sideways
507,0.06,0.05,0.09,0.02,-0,1.03,sideways
508,0.06,0.05,0.04,0.01,-0,1.03,sideways
509,0.06,0.04,0.04,0.01,-0,1.03,sideways
510,0.05,0.05,0.03,0.01,-0,1.03,sideways
511,0.05,0.05,0.04,0.01,-0,1.03,sideways
512,0.05,0.05,0.04,0.01,-0,1.03,sideways
513,0.06,0.05,0.03,0.01,0,1.03,sideways
514,0.06,0.05,0.03,0.01,-0,1.02,sideways
515,0.06,0.05,0.07,-0.07,-0,1.04,sideways
516,0.06,0.06,0.08,-0.11,0,1.03,sideways
517,0.05,0.06,-0.42,-0.11,0.02,1.05,sideways
518,-0,0.05,0.55,-0.25,0.08,0.92,sideways
519,0.02,0.03,0.4,-0.16,0.01,0.95,sideways
520,0.07,0.04,0.98,-0.04,-0.09,1.12,sideways
521,0.06,0.11,0.52,0.17,-0.14,0.93,sideways
522,0.08,0.01,0.81,0.11,-0.12,1.09,sideways
523,0.04,0.05,0.22,0.21,-0.05,1.07,sideways
524,0.03,0,0.08,0.17,-0.04,1.02,sideways
525,0.05,0.03,-0.15,0.13,-0.01,1.01,sideways
526,0.05,0.04,-0,0.04,-0,1.03,sideways
527,0.05,0.05,-0.28,0.03,0.01,1.03,sideways
528,0.05,0.05,0.04,0.02,-0.01,1.03,sideways
529,0.05,0.05,0.03,0.01,-0,1.03,sideways
530,0.05,0.04,0.03,0.01,-0,1.03,sideways
531,0.05,0.05,0.03,0.01,0,1.03,sideways
532,0.06,0.05,0.04,0.01,-0,1.03,sideways
533,0.05,0.04,0.03,0.01,-0,1.03,sideways
534,0.06,0.05,0.04,0.01,-0,1.03,sideways
535,0.07,0.05,0.02,-0,-0,1.03,sideways
536,0.05,0.04,-0.13,0,0,1.03,sideways
537,0.05,0.05,-0.3,0.03,-0,1.02,sideways
538,0.02,0.05,-0.33,0.13,-0.01,1.03,sideways
539,0.06,0.06,-0.11,0.12,0,1.03,sideways
540,0.07,0.05,-0.26,0.13,-0.02,1.09,sideways
541,0.04,0.09,-0.67,0.14,-0.03,1.05,sideways
542,0.05,0.06,-1.06,-0.03,-0,1.12,sideways
543,0.01,0.06,-0.71,0.05,-0.01,1.07,sideways
544,0.06,0.02,-0.21,-0.02,0.02,1.05,sideways
545,0.04,0.06,-0.41,-0.11,0,0.94,sideways
546,0.05,0.04,-0.17,-0.17,-0,1.02,sideways
547,0.05,0.04,-0.04,-0.19,0.01,1.04,sideways
548,0.05,0.05,0.04,-0.05,0,1.03,sideways
549,0.07,0.04,0.45,-0.04,-0.03,1.03,sideways
550,0.07,0.05,0.47,-0.02,-0.01,1.02,sideways
551,0.06,0.05,0.13,0.02,0,1.03,sideways
552,0.05,0.04,0.03,0.04,0,1.02,sideways
553,0.05,0.04,0.04,0.02,-0,1.03,sideways
554,0.06,0.04,0.03,0.01,0,1.03,sideways
555,0.06,0.04,0.03,0.01,-0,1.03,sideways
556,0.05,0.04,0.04,0.01,0,1.02,sideways
557,0.05,0.04,0.04,0.01,-0,1.03,sideways
558,0.06,0.04,0.03,0.01,-0,1.03,sideways
559,0.05,0.05,0.04,0.01,-0,1.03,sideways
560,0.06,0.05,-0.12,-0.07,0.03,1.01,sideways
561,0.06,0.04,0.08,-0.12,0.01,1.02,sideways
562,0.11,0.03,-0.07,-0.14,0.02,1.14,sideways
563,0.07,0.03,0.18,-0.12,0,1.03,sideways
564,0.1,0.07,0.53,-0.09,-0,1.02,sideways
565,0.04,0.02,0.56,-0.11,-0.07,1.17,sideways
566,0.06,0.01,0.69,0.01,0,1.07,sideways
567,0.04,0.04,0.49,0.07,-0.01,1.03,sideways
568,0.18,0.09,0.28,0.3,-0.07,1.04,sideways
569,0.06,0.05,0.51,0.29,-0.05,1.02,sideways
570,0.06,0.03,-0.01,0.14,-0.03,1.02,sideways
571,0.04,0.05,-0.14,0.08,0,1.02,sideways
572,0.04,0.04,-0.01,0.01,0,1.02,sideways
573,0.05,0.05,0.04,0.01,-0,1.03,sideways
574,0.06,0.05,0.03,0.01,-0,1.02,sideways
575,0.06,0.04,0.04,0.01,-0,1.03,sideways
576,0.06,0.05,0.04,0.01,-0,1.03,sideways
577,0.05,0.04,0.03,0.01,-0,1.03,sideways
578,0.06,0.04,0.04,0.01,-0.01,1.03,sideways
579,0.05,0.04,0.04,0.01,-0.01,1.03,sideways
580,0.06,0.04,0.03,0.01,-0.01,1.03,sideways
581,0.05,0.04,-0.03,0.02,-0,1.03,sideways
582,0.05,0.06,-0.05,0.09,-0.02,1.02,sideways
583,0.07,0.08,0.21,0.11,-0.01,1.03,sideways
584,0.06,0.09,0.44,0.16,-0.03,1.05,sideways
585,0.02,0.04,-0.86,0.12,0.01,0.98,sideways
586,0.09,0.05,-0.49,0.18,0,0.87,sideways
587,0.03,0.06,-0.33,0.03,-0,1.04,sideways
588,0.05,0.01,-1.19,-0.07,0.01,0.98,sideways
589,0.05,0.04,-0.06,-0.02,-0,0.97,sideways
590,-0.12,0.06,-0.09,-0.09,-0,0.95,sideways
591,0.06,0.03,-0.57,-0.14,-0,0.99,sideways
592,0.05,0.05,0.01,-0.18,0.01,1.02,sideways
593,0.05,0.03,0.04,-0.05,-0,1.03,sideways
594,0.06,0.05,0.35,-0.02,-0,1.03,sideways
595,0.06,0.04,0.27,0.02,-0,1.03,sideways
596,0.05,0.05,0.03,0.02,-0,1.03,sideways
597,0.06,0.04,0.03,0.01,-0,1.03,sideways
598,0.05,0.05,0.03,0.01,-0,1.03,sideways
599,0.05,0.06,0.04,0.01,-0,1.02,sideways
600,0.05,0.05,0.04,0.01,-0,1.02,sideways
601,0.05,0.04,0.03,0.01,-0,1.03,sideways
602,0.05,0.05,0.03,0.01,-0,1.03,sideways
603,0.06,0.04,0.03,0.01,0,1.03,sideways
604,0.06,0.04,0.04,0.01,-0,1.03,sideways
605,0.05,0.04,0.04,-0,-0,1.03,sideways
606,0.05,0.05,-0.17,-0.1,-0.01,1.03,sideways
607,0.06,0.06,0.22,-0.17,0.01,1.05,sideways
608,0.08,0.08,0.54,-0.11,0.02,1.03,sideways
609,0.07,0.02,0.9,-0.16,0,1.07,sideways
610,0.06,0.08,0.91,-0.02,-0.06,1.02,sideways
611,0.03,0.01,0.65,-0.06,-0.13,1.2,sideways
612,0.11,0,0.4,-0.04,-0.04,1.11,sideways
613,0.09,0,0.33,0.1,-0.02,1.07,sideways
614,0.06,0.01,0.6,0.22,-0.03,1.02,sideways
615,0.06,0.05,0.02,0.13,-0.01,1.02,sideways
616,0.05,0.05,0.03,0.04,-0.01,1.02,sideways
617,0.05,0.05,-0.34,0.04,-0,1.02,sideways
618,0.06,0.05,-0.04,0.01,-0.02,1.02,sideways
619,0.05,0.05,0.03,0.01,-0.01,1.03,sideways
620,0.06,0.05,0.03,0.01,-0,1.03,sideways
621,0.06,0.04,0.04,0.01,-0,1.03,sideways
622,0.05,0.04,0.04,0.01,-0,1.03,sideways
623,0.06,0.04,0.04,0.01,-0,1.03,sideways
624,0.06,0.04,0.04,0.01,-0,1.03,sideways
625,0.05,0.05,0.03,0.01,-0,1.03,sideways
626,0.06,0.04,0.05,0.01,-0,1.02,sideways
627,0.05,0.06,0.03,0.08,-0,1.01,sideways
628,0.05,0.06,-0,0.09,0,1.02,sideways
629,0.05,0.07,0.49,0.18,-0.02,1.02,sideways
630,0.07,0.05,0.31,0.18,-0.06,1.06,sideways
631,0.04,0.06,-1.55,0.08,-0.03,1.04,sideways
632,0,0.06,-1.18,0.09,0.01,1.07,sideways
633,0.06,0.05,-0.75,-0.15,0.07,1.19,sideways
634,0.09,0.1,-0.75,-0.18,0.15,1.01,sideways
635,0.04,-0.01,-0.29,-0.26,0.12,1.11,sideways
636,0.06,0.05,-0.13,-0.2,0.05,1.05,sideways
637,0.06,0.05,0.1,-0.11,0.01,1.03,sideways
638,0.04,0.03,-0.1,-0.09,-0.01,1.02,sideways
639,0.06,0.04,0.07,-0.07,0,1.03,sideways
640,0.06,0.04,0.06,-0.02,-0.01,1.03,sideways
641,0.06,0.05,0.12,-0,-0,1.02,sideways
642,0.05,0.05,0.04,0,0,1.02,sideways
643,0.05,0.04,0.03,0.01,-0,1.02,sideways
644,0.06,0.05,0.04,0.01,-0,1.03,sideways
645,0.05,0.04,0.04,0.01,-0,1.03,sideways
646,0.05,0.04,0.09,0.02,-0.02,1.03,sideways
647,0.05,0.05,0.03,0.01,-0.01,1.03,sideways
648,0.05,0.04,0.03,0.01,-0.01,1.03,sideways
649,0.06,0.05,0.04,0.01,-0,1.02,sideways
650,0.06,0.04,0.04,0,-0,1.03,sideways
651,0.07,0.05,0.31,-0.05,0,1.02,sideways
652,0.06,0.05,0.2,-0.11,0,1.03,sideways
653,0.06,0.04,0.24,-0.11,0.01,1.03,sideways
654,0.07,0.05,0.46,-0.07,0.02,0.97,sideways
655,0.07,0.01,0.63,-0.07,-0.12,1.16,sideways
656,0.01,0.1,0.51,0.06,-0.06,0.96,sideways
657,-0.01,0.15,0.61,0.05,0.04,1.02,sideways
658,0,0.11,-0.03,0.07,-0.07,1.04,sideways
659,0.06,0.03,0.92,0.18,-0.02,1,sideways
660,0.08,0.03,0.41,0.16,-0.05,1.04,sideways
661,0.05,0.03,-0.13,0.17,-0.02,1.02,sideways
662,0.06,0.04,0.04,0.06,-0.01,1.03,sideways
663,0.05,0.04,0.04,0.02,-0,1.03,sideways
664,0.05,0.05,-0,0.01,0,1.03,sideways
665,0.05,0.05,0.03,0.01,-0.01,1.03,sideways
666,0.05,0.04,0.03,0.01,-0.01,1.03,sideways
667,0.05,0.05,0.04,0.01,-0,1.03,sideways
668,0.05,0.04,0.03,0.01,-0,1.03,sideways
669,0.06,0.05,0.03,0.01,-0,1.03,sideways
670,0.06,0.05,0.04,0.01,-0,1.03,sideways
671,0.05,0.05,0.02,0.01,-0,1.03,sideways
672,0.05,0.04,0.04,0.01,-0,1.03,sideways
673,0.05,0.04,-0.13,0.01,-0,1.04,sideways
674,0.05,0.04,-0.14,0.06,-0.01,1.03,sideways
675,0.08,0.06,0.23,0.09,-0.02,1.04,sideways
676,0.05,0.06,-0.38,0.1,-0.02,1.05,sideways
677,0.06,0.06,-0.34,0.11,0.02,1,sideways
678,0.03,0.08,-0.2,0.09,0.01,1.02,sideways
679,0.04,0.04,-0.32,0.04,-0.01,1.05,sideways
680,0.04,0.06,-0.38,0.11,-0.01,1.01,sideways
681,0.05,0.03,-0.02,0.06,-0.01,1.03,sideways
682,0.06,0.05,-0.21,-0.06,-0.04,1.09,sideways
683,-0.07,0.02,-0.69,0.02,0.02,0.97,sideways
684,0.06,0.03,-0.2,-0.12,0.01,1,sideways
685,0.05,0.04,-0.16,-0.19,0.03,1.03,sideways
686,0.05,0.04,0.03,-0.05,0.01,1.03,sideways
687,0.07,0.04,0.38,-0.02,0.01,1.03,sideways
688,0.07,0.04,0.4,0.03,-0.01,1.03,sideways
689,0.05,0.05,0.04,0.02,-0,1.03,sideways
690,0.05,0.04,0.04,0.01,0,1.03,sideways
691,0.05,0.04,0.04,0.01,0,1.03,sideways
692,0.06,0.03,0.04,0.01,-0,1.03,sideways
693,0.06,0.04,0.03,0.01,-0,1.03,sideways
694,0.06,0.05,0.04,0.01,0,1.02,sideways
695,0.06,0.04,0.02,0.01,0,1.02,sideways
696,0.04,0.04,0.03,0.01,-0,1.03,sideways
697,0.05,0.04,0.04,0.01,-0,1.03,sideways
698,0.05,0.05,0.03,0.01,-0,1.03,sideways
699,0.04,0.06,-0.38,-0.12,0.02,1.02,sideways
700,0.06,0.05,-0.17,-0.17,0.02,1.03,sideways
701,0.06,0.07,-0.07,-0.18,0.02,1.04,sideways
702,0.02,0.1,0.38,-0.06,0.04,0.94,sideways
703,0.07,0.06,0.42,-0.08,-0.12,1.14,sideways
704,0.08,0.06,0.81,0.1,0.02,0.99,sideways
705,0.05,0.03,0.69,0.04,-0.01,1.04,sideways
706,0.02,0.03,0.1,0.15,-0.02,1.04,sideways
707,0.1,0,0.63,0.3,-0,1.07,sideways
708,0.06,0.04,0.06,0.19,0.01,1.03,sideways
709,0.05,0.04,0.04,0.07,0,1.03,sideways
710,0.05,0.05,0.02,0.04,-0,1.02,sideways
711,0.05,0.04,-0.08,0.01,-0.01,1.03,sideways
712,0.06,0.04,0.03,0.01,-0.01,1.03,sideways
713,0.05,0.05,0.03,0.01,-0,1.03,sideways
714,0.06,0.04,0.03,0.01,-0,1.03,sideways
715,0.05,0.04,0.05,0.01,-0,1.03,sideways
716,0.05,0.05,0.04,0.01,-0,1.03,sideways
717,0.05,0.05,0.04,0.01,-0,1.03,sideways
718,0.06,0.04,0.05,0.01,-0,1.03,sideways
719,0.06,0.04,0.04,0.01,-0,1.03,sideways
720,0.07,0.05,0.01,0.01,-0.02,1.03,sideways
721,0.06,0.08,0.77,0.2,-0.02,1.04,sideways
722,0.06,0.06,-0.43,0.1,-0.02,1.03,sideways
723,0.06,0.04,-0.29,0.18,-0.01,1.01,sideways
724,-0.02,0.05,-0.53,0.1,0.07,1.02,sideways
725,0.03,0.04,-0.77,-0.01,0.04,1.04,sideways
726,0.04,0.07,0.1,0,0.05,0.97,sideways
727,0.03,0.04,-0.02,-0.08,0.04,0.93,sideways
728,0.04,0.03,-0.55,-0.12,0.03,0.96,sideways
729,0.04,0.04,-0.17,-0.13,0.02,1.01,sideways
730,0.05,0.04,-0.13,-0.12,0.01,1.02,sideways
731,0.05,0.05,0.13,-0.12,-0,1.03,sideways
732,0.06,0.03,0.04,-0.03,-0.01,1.03,sideways
733,0.05,0.04,0.1,-0,-0.01,1.03,sideways
734,0.05,0.05,0.04,0.01,-0.01,1.03,sideways
735,0.05,0.04,0.03,0.01,-0.01,1.03,sideways
736,0.06,0.04,0.03,0.01,-0,1.03,sideways
737,0.06,0.04,0.02,0.01,-0,1.03,sideways
738,0.06,0.05,0.03,0.01,-0,1.03,sideways
739,0.06,0.05,0.04,0.01,-0,1.03,sideways
740,0.06,0.05,0.03,0.01,-0,1.03,sideways
741,0.05,0.04,0.04,0.01,-0,1.03,sideways
742,0.05,0.05,0.05,-0,0.01,1.03,sideways
743,0.06,0.04,-0.07,-0.13,0.01,1.03,sideways
744,0.05,0.05,0.05,-0.14,-0.01,1.03,sideways
745,0.08,0.03,0.28,-0.1,-0.07,1.01,sideways
746,0.02,0.16,0.5,-0.33,-0.31,1.27,sideways
747,0.17,-0.24,0.84,-0.26,-0.23,1.4,sideways
748,0.01,0.11,0.33,-0.1,-0.01,1.29,sideways
749,0.06,0.01,0.92,0.03,0.05,1.02,sideways
750,0.02,-0.06,0.48,0.13,-0.01,1,sideways
751,0.08,0.01,0.58,0.23,-0.04,1.04,sideways
752,0.04,0.04,-0.17,0.2,-0.02,1.02,sideways
753,0.06,0.05,0.02,0.06,-0.01,1.02,sideways
754,0.05,0.06,-0.27,0.04,0.01,1.02,sideways
755,0.05,0.05,-0.23,0,-0.02,1.03,sideways
756,0.05,0.05,0.04,0.01,-0.01,1.02,sideways
757,0.05,0.04,0.04,0.01,-0,1.02,sideways
758,0.05,0.04,0.04,0.01,-0,1.03,sideways
759,0.04,0.04,0.04,0.01,-0.01,1.03,sideways
760,0.05,0.05,-0.08,0.01,-0,1.03,sideways
761,0.06,0.05,0.04,0.01,-0,1.03,sideways
762,0.05,0.05,0.04,0.01,-0,1.03,sideways
763,0.06,0.05,0.02,0.02,-0,1.03,sideways
764,0.06,0.04,0.03,0.04,0.01,1.01,sideways
765,0.05,0.06,0.25,0.13,-0.01,1.02,sideways
766,0.04,0.08,-0.2,0.15,0.01,1.01,sideways
767,0.06,0.04,-0.02,0.2,-0.01,1.02,sideways
768,0.07,0.11,-0.73,0.07,-0.01,1.01,sideways
769,0.03,0.07,-1.22,0.03,-0.01,1.02,sideways
770,0.03,0.03,-0.76,0.08,-0,0.98,sideways
771,0.05,0.04,-0.32,-0.08,-0.07,1.06,sideways
772,0.08,0.05,-0.41,-0.1,-0.02,1.08,sideways
773,0.04,0.02,0.1,-0.04,-0.02,1.05,sideways
774,0.06,0.03,-0.07,-0.15,-0.02,1.05,sideways
775,0.06,0.03,-0.04,-0.06,-0.01,1.03,sideways
776,0.07,0.04,0.28,-0.03,0,1.03,sideways
777,0.06,0.04,0.03,-0,-0,1.03,sideways
778,0.05,0.04,0.21,0.02,0,1.02,sideways
779,0.06,0.04,0.04,0.01,0,1.03,sideways
780,0.05,0.05,0.03,0.01,-0.01,1.03,sideways
781,0.04,0.04,0.03,0.01,-0.01,1.03,sideways
782,0.06,0.04,0.04,0.01,-0,1.03,sideways
783,0.05,0.04,0.04,0.01,-0,1.03,sideways
784,0.05,0.04,0.04,0.01,-0,1.03,sideways
785,0.05,0.05,0.04,0.01,-0,1.03,sideways
786,0.05,0.05,0.03,0.01,-0.01,1.03,sideways
787,0.07,0.04,0.29,-0.03,-0.01,1.03,sideways
788,0.05,0.06,0.08,-0.06,-0.01,1.05,sideways
789,0.06,0.05,-0.07,-0.09,-0.01,1.06,sideways
790,0.07,0.04,0.29,-0.12,0.02,1.02,sideways
791,0.05,0.06,0.68,-0.07,-0.02,1.06,sideways
792,0.04,0.16,0.46,0.05,0.21,0.82,sideways
793,0.13,-0.15,0.45,0.08,0.26,0.89,sideways
794,0.05,0.08,0.55,-0.06,0.2,0.87,sideways
795,0.03,0.02,0.41,0.05,0.07,0.93,sideways
796,0.12,-0.07,0.61,0.11,-0.01,1.05,sideways
797,0.1,0.01,0.56,0.24,-0.05,1.04,sideways
798,0.05,0.02,0.22,0.27,-0.03,1.01,sideways
799,0.05,0.05,-0.19,0.12,-0.01,1.02,sideways
800,0.05,0.03,-0.53,0.03,-0.01,1.03,sideways
801,0.05,0.04,-0.41,-0.01,0,1.03,sideways
802,0.06,0.04,-0.07,0.02,0,1.03,sideways
803,0.06,0.05,0.04,0.01,-0,1.03,sideways
804,0.06,0.04,0.04,0.01,-0,1.03,sideways
805,0.06,0.04,0.05,0.01,-0,1.02,sideways
806,0.05,0.04,0.03,0.01,-0,1.03,sideways
807,0.06,0.05,0.03,0.01,-0,1.03,sideways
808,0.05,0.05,0.04,0.01,0,1.03,sideways
809,0.05,0.06,0.03,0.01,-0,1.03,sideways
810,0.05,0.05,0.04,0.01,-0,1.03,sideways
811,0.06,0.05,0.11,-0,0.01,1.03,sideways
812,0.06,0.09,0.37,0.08,-0.03,1.03,sideways
813,0.06,0.06,0.22,0.11,-0.03,1.03,sideways
814,0.05,0.08,0.2,0.11,0.02,1.01,sideways
815,0.03,0.09,-0.25,0.12,0.03,0.98,sideways
816,0.06,0.03,-0.96,0.1,-0.03,1.03,sideways
817,0.02,0.07,-0.52,0.23,-0.09,1.03,sideways
818,0.05,0.07,-0.42,-0.01,-0.04,1.1,sideways
819,0.04,0.06,-0.77,0.01,-0.04,1.06,sideways
820,0.04,-0,-0.37,-0.05,-0.02,1.03,sideways
821,0.02,0.04,-0.17,-0.14,0.01,1,sideways
822,0.03,0.04,-0.35,-0.18,0.04,1,sideways
823,0.05,0.05,0.03,-0.06,0.01,1.01,sideways
824,0.06,0.05,0.04,-0.01,0,1.02,sideways
825,0.06,0.04,0.31,0,0,1.02,sideways
826,0.06,0.05,0.08,0.02,0,1.03,sideways
827,0.05,0.04,0.03,0.01,-0,1.03,sideways
828,0.06,0.05,0.03,0.01,-0,1.03,sideways
829,0.05,0.05,0.03,0.01,-0,1.03,sideways
830,0.05,0.05,0.03,0.01,0,1.03,sideways
831,0.05,0.04,0.04,0.01,-0,1.02,sideways
832,0.06,0.04,0.04,0.01,-0,1.02,sideways
833,0.06,0.05,0.56,-0.05,-0,1.02,sideways
834,0.07,0.05,0.4,-0.11,0,1.04,sideways
835,0.09,0.05,0.43,-0.1,-0.03,1.07,sideways
836,0.13,0.02,0.2,-0.02,-0.06,1.2,sideways
837,0.06,0.07,0.49,-0.02,0.07,1.04,sideways
838,0.14,-0.08,0.79,-0.13,-0.16,1.22,sideways
839,0.06,0.17,0.72,0.22,-0.09,0.75,sideways
840,0.06,0.06,0.22,0.17,-0.02,0.82,sideways
841,0.04,0.01,0.27,0.11,0.01,0.95,sideways
842,0.07,0,0.05,0.19,-0.07,0.98,sideways
843,0.04,0.01,0.38,0.18,-0.02,1,sideways
844,0.07,-0,0.29,0.18,-0.02,1.02,sideways
845,0.06,0.05,0.04,0.06,-0.01,1.03,sideways
846,0.05,0.05,0.03,0.03,-0,1.03,sideways
847,0.07,0.04,0.05,0.02,-0,1.03,sideways
848,0.06,0.04,0.03,0.01,-0,1.03,sideways
849,0.06,0.04,0.04,0.01,-0,1.03,sideways
850,0.06,0.04,0.03,0.01,-0,1.03,sideways
851,0.05,0.06,0.03,0.02,-0,1.03,sideways
852,0.05,0.04,0.03,0.01,-0,1.02,sideways
853,0.05,0.05,0.04,0.01,-0,1.03,sideways
854,0.06,0.05,0.05,0.01,-0,1.03,sideways
855,0.04,0.08,-0.01,0.08,-0.01,1.02,sideways
856,0.07,0.05,0.08,0.1,-0.03,1.04,sideways
857,0.04,0.07,-0.13,0.13,-0.02,1.04,sideways
858,-0.39,0.04,0.3,0.56,0.05,0.43,sideways
859,0.06,0.02,-0.03,0.21,0.01,0.87,sideways
860,0.04,0.07,-1.17,0.13,-0.02,0.99,sideways
861,0.06,0.05,-0.58,0.09,-0.03,1.04,sideways
862,0.04,0.05,-0.22,-0.01,-0.01,1.02,sideways
863,0.05,0.01,-0.93,0,-0.02,1.09,sideways
864,0.04,0.03,0.01,-0.17,0.04,1.01,sideways
865,0.05,0.04,-0.32,-0.22,0.04,1.06,sideways
866,0.05,0.05,0.03,-0.1,0.01,1.04,sideways
867,0.05,0.05,0.04,-0.02,0,1.03,sideways
868,0.07,0.05,0.26,-0.06,-0.01,1.03,sideways
869,0.06,0.04,0.18,0.01,-0,1.03,sideways
870,0.06,0.05,0.04,0.01,-0,1.03,sideways
871,0.05,0.04,0.04,0.01,-0,1.03,sideways
872,0.05,0.04,0.04,0.01,0,1.03,sideways
873,0.05,0.04,0.03,0.01,-0,1.03,sideways
874,0.06,0.04,0.04,0.01,-0,1.03,sideways
875,0.05,0.05,0.03,0.01,0,1.03,sideways
876,0.05,0.04,0.04,0.01,0,1.03,sideways
877,0.17,0.05,0.11,-0.08,-0.07,1.4,sideways
878,0.04,0.06,0.07,-0.15,-0.02,1.13,sideways
879,0.07,0.06,0.05,-0.16,-0.02,1.07,sideways
880,-0.01,0.05,-0.03,-0.1,0.09,0.89,sideways
881,0.06,0.04,0.34,-0.09,-0.03,1.1,sideways
882,0.17,-0.14,0.69,-0.16,-0.06,1.19,sideways
883,0.07,0.03,0.54,0,0.02,1.01,sideways
884,0.04,0.05,0.24,0.08,-0.01,1.03,sideways
885,0.06,0.05,0.38,0.16,-0,1.01,sideways
886,0.05,0.03,0.13,0.19,-0.03,1,sideways
887,0.06,0.04,-0.02,0.11,-0.01,1.02,sideways
888,0.06,0.04,0.03,0.03,-0.01,1.03,sideways
889,0.05,0.04,0.04,0.02,-0,1.03,sideways
890,0.05,0.05,0.03,0.01,-0,1.03,sideways
891,0.06,0.04,0.03,0.01,-0,1.03,sideways
892,0.05,0.06,0.04,0.01,-0,1.03,sideways
893,0.05,0.05,0.03,0.01,-0,1.03,sideways
894,0.05,0.05,0.03,0.01,-0.01,1.03,sideways
895,0.05,0.05,0.03,0.01,-0,1.03,sideways
896,0.06,0.05,0.04,0.01,-0,1.03,sideways
897,0.06,0.04,0.03,0.01,-0,1.03,sideways
898,0.06,0.06,-0.14,0.05,0.01,1.02,sideways
899,0.03,0.06,-0.34,0.11,-0,1.02,sideways
900,0.05,0.08,0.79,0.08,-0.03,1.03,sideways
901,0.08,0.05,0.42,0.06,0.03,1.04,sideways
902,-0.01,0.09,-0.5,0.19,0.02,0.94,sideways
903,0.07,0.07,0.15,-0.01,0.04,1,sideways
904,0.03,0.04,-0.82,-0.06,0,1.25,sideways
905,0.08,0.19,-0.35,-0.04,-0.38,1.4,sideways
906,-0.02,0.08,-0.06,-0.16,0.21,1.01,sideways
907,0.04,-0.02,-0.74,-0.41,0.2,1.27,sideways
908,0.04,0.06,-0.37,-0.3,0.12,1.02,sideways
909,0.04,0.04,0.03,-0.08,0.03,1.03,sideways
910,0.06,0.03,0.03,-0.02,0.01,1.03,sideways
911,0.06,0.05,0.04,0,-0,1.03,sideways
912,0.08,0.05,0.1,0.02,-0.01,1.03,sideways
913,0.05,0.04,0.03,0.01,-0,1.03,sideways
914,0.05,0.05,0.05,0.02,-0,1.03,sideways
915,0.06,0.05,0.03,0.01,-0,1.03,sideways
916,0.06,0.04,0.04,0.01,0,1.03,sideways
917,0.05,0.04,0.03,0.01,0,1.03,sideways
918,0.05,0.05,0.03,0.01,-0,1.03,sideways
919,0.05,0.04,0.03,0.01,-0,1.03,sideways
920,0.07,-0.06,0.04,0.05,-0,1.05,sideways
921,0.04,0.06,-0.14,-0.09,0.01,1.02,sideways
922,0.04,0.07,0.14,-0.11,0.01,1,sideways
923,0.05,0.02,-0.05,-0.12,-0.01,0.98,sideways
