seqno,xdegs,ydegs,zdegs,xg,yg,zg,movement
439,-0.09,0.17,0.04,-0.06,0.05,1.04,UpDown
440,0.07,0.04,0.05,-0.06,0.06,1.03,UpDown
441,0.01,-0.1,0.05,-0.06,0.06,1.08,UpDown
442,0.08,0.12,0.02,-0.06,0.07,1.09,UpDown
443,0.28,-0.01,0.12,-0.07,0.07,1.11,UpDown
444,0.24,-0.06,0.03,-0.07,0.07,1.12,UpDown
445,0.16,0.13,0.07,-0.06,0.09,1.17,UpDown
446,0.45,0.02,0.02,-0.07,0.09,1.18,UpDown
447,0.21,0.1,0.08,-0.05,0.1,1.14,UpDown
448,0.24,0.35,0.18,-0.06,0.09,1.12,UpDown
449,1.09,-0.35,0.22,-0.07,0.07,1.04,UpDown
450,0.44,0.3,0.06,-0.02,0.09,0.91,UpDown
451,0.67,-0.42,0.27,-0.11,0.07,0.95,UpDown
452,0.7,-0.3,0.33,-0.04,0.13,0.83,UpDown
453,0.04,0.15,0.26,-0.04,0.12,0.94,UpDown
454,0.8,-0.3,0.26,-0.02,0.13,0.9,UpDown
455,-0.17,0.17,0.16,-0.02,0.16,0.89,UpDown
456,0.05,0.01,0.12,-0.02,0.16,0.9,UpDown
457,-0.25,0.05,0.01,-0.02,0.15,0.97,UpDown
458,0.03,-0.05,0.01,-0.03,0.14,1.03,UpDown
459,0.01,0.15,-0.01,-0.03,0.15,1.04,UpDown
460,0.2,-0.08,0.07,-0.03,0.16,1.02,UpDown
461,0.01,0.04,0.06,-0.04,0.16,1,UpDown
462,-0.04,-0.01,0.07,-0.03,0.16,0.99,UpDown
463,0.08,-0.12,0.07,-0.04,0.15,0.99,UpDown
464,-0.19,0.23,0.05,-0.03,0.15,1,UpDown
465,-0.06,0.01,0.07,-0.04,0.15,0.99,UpDown
466,-0.08,-0.01,0.04,-0.01,0.14,0.97,UpDown
467,-0.08,0.22,0.02,-0.04,0.14,0.93,UpDown
468,-0.1,-0.13,0.04,-0.03,0.13,0.94,UpDown
469,-0.01,0.07,-0.15,0.02,0.13,0.89,UpDown
470,-0.41,-0.04,-0.44,-0.01,0.09,0.94,UpDown
471,-0.5,0.29,-0.26,0.02,0.08,0.94,UpDown
472,-0.69,0.12,-0.36,-0.04,0.07,1.04,UpDown
473,-0.4,0.03,-0.29,-0.05,0.05,1.17,UpDown
474,-0.39,0.15,-0.19,-0.06,0.09,1.11,UpDown
475,-0.63,0.49,0.18,-0.11,0.08,1.11,UpDown
476,-0.13,-0.16,0.26,-0.09,0.07,1.15,UpDown
477,0.28,0.03,-0.02,-0.06,0.05,1.17,UpDown
478,0.15,0.06,0.11,-0.06,0.07,1.12,UpDown
479,0.08,0.05,0.09,-0.04,0.08,1.05,UpDown
480,-0.02,0.16,0.03,-0.04,0.08,1.03,UpDown
481,0.09,-0.11,0.1,-0.05,0.07,1.02,UpDown
482,-0.13,-0.01,0.01,-0.04,0.06,1.04,UpDown
483,-0.02,0.14,0.01,-0.04,0.06,1.03,UpDown
484,0.03,-0.09,0.08,-0.05,0.05,1.02,UpDown
485,0.1,0.01,0.08,-0.04,0.06,1.03,UpDown
486,0.01,0.01,0,-0.05,0.05,1.05,UpDown
487,0.07,0.1,-0.1,-0.04,0.06,1.02,UpDown
488,-0.08,0.08,-0.06,-0.05,0.05,1.09,UpDown
489,0.03,0.08,-0.08,-0.06,0.06,1.14,UpDown
490,0.3,-0.05,0,-0.06,0.06,1.15,UpDown
491,0.13,-0.06,0,-0.07,0.06,1.2,UpDown
492,0.48,-0.02,0.17,-0.08,0.07,1.22,UpDown
493,1,-0.12,0.33,-0.05,0.08,1.11,UpDown
494,0.76,-0.22,0.45,-0.05,0.08,1.05,UpDown
495,0.25,0.3,0.42,-0.01,0.1,1,UpDown
496,0.85,0.36,0.26,-0.02,0.09,1,UpDown
497,0.98,-0.3,0.17,-0.01,0.11,0.91,UpDown
498,0.46,0.07,0.12,-0.04,0.12,0.91,UpDown
499,0.5,-0.12,0.22,-0.03,0.14,0.88,UpDown
500,0.01,-0.3,0.23,-0.05,0.14,0.92,UpDown
501,0,0.1,0.08,-0.02,0.16,0.93,UpDown
502,-0.17,0.05,0.13,0,0.15,0.98,UpDown
503,-0.04,0.07,0.03,-0.01,0.15,1,UpDown
504,-0.22,0.13,-0.01,-0.02,0.16,1.01,UpDown
505,-0.09,0.22,0.03,-0.02,0.15,1.02,UpDown
506,-0.03,0.07,0.06,-0.03,0.15,1.02,UpDown
507,-0.14,0.21,-0.01,-0.02,0.15,1.03,UpDown
508,0.06,0.11,0.03,-0.02,0.15,0.99,UpDown
509,-0.14,0.14,0.06,-0.05,0.14,1,UpDown
510,-0.06,0.06,0.08,-0.04,0.14,0.94,UpDown
511,-0.15,0.36,-0.01,-0.01,0.13,0.94,UpDown
512,-0.15,0.28,-0.02,-0.02,0.13,0.93,UpDown
513,-0.3,-0.06,-0.01,-0.03,0.13,0.91,UpDown
514,-0.56,0.09,-0.24,-0.02,0.1,0.94,UpDown
515,-0.31,0.08,-0.18,-0.01,0.05,0.99,UpDown
516,-0.49,-0.2,-0.15,-0.04,0.08,1.03,UpDown
517,-0.47,0.12,-0.26,-0.02,0.04,1.11,UpDown
518,-0.28,0.13,-0.32,-0.03,0.06,1.09,UpDown
519,-0.11,0.15,-0.26,-0.07,0.06,1.11,UpDown
520,-0.06,-0.12,-0.06,-0.09,0.06,1.14,UpDown
521,-0.12,-0.12,0.09,-0.06,0.06,1.1,UpDown
522,0.13,0.16,-0.01,-0.05,0.05,1.06,UpDown
523,-0.19,0,0.03,-0.05,0.06,1.07,UpDown
524,0.09,0.07,-0.04,-0.03,0.06,1.05,UpDown
525,0.06,0.05,0.04,-0.06,0.06,1.04,UpDown
526,-0.11,0.07,0.03,-0.06,0.06,1.05,UpDown
527,0.18,-0.07,0.1,-0.04,0.06,1.04,UpDown
528,-0.04,0.01,0.04,-0.04,0.05,1.05,UpDown
529,0.16,0.12,0.03,-0.04,0.06,1.06,UpDown
530,0.26,0.02,0.02,-0.04,0.05,1.09,UpDown
531,0.35,0.11,0.01,-0.04,0.05,1.17,UpDown
532,0.53,0.05,0.07,-0.06,0.07,1.15,UpDown
533,0.5,-0.07,0.18,-0.07,0.09,1.15,UpDown
534,0.58,-0.03,0.3,-0.07,0.09,1.13,UpDown
535,0.37,0.25,0.31,-0.06,0.1,1.09,UpDown
536,0.7,-0.49,0.42,-0.07,0.08,1.1,UpDown
537,0.66,-0.27,0.33,-0.02,0.11,1.03,UpDown
538,0.33,0.68,0.06,-0.02,0.12,1.01,UpDown
539,0.63,0.57,0.22,-0.06,0.12,1.01,UpDown
540,0.81,-0.39,0.21,-0.05,0.14,0.91,UpDown
541,0.35,0.41,0.14,-0.03,0.14,0.89,UpDown
542,0.49,-0.25,0.08,-0.05,0.14,0.92,UpDown
543,0.11,-0.14,0.15,-0.04,0.17,0.88,UpDown
544,-0.05,0.19,0.08,-0.03,0.18,0.9,UpDown
545,-0.14,-0.07,0.03,-0.03,0.17,0.93,UpDown
546,-0.11,0.07,0.09,-0.02,0.14,1.02,UpDown
547,-0.08,0,0.02,-0.03,0.16,1.01,UpDown
548,-0.04,0.14,0.02,-0.03,0.17,1.02,UpDown
549,-0.03,0.05,0.06,-0.05,0.16,1.04,UpDown
550,0.04,0.03,0.08,-0.04,0.17,1.01,UpDown
551,0.22,-0.31,0.06,-0.05,0.16,1,UpDown
552,-0.08,-0.04,0.07,-0.03,0.17,0.95,UpDown
553,0.03,-0.03,0.04,-0.03,0.17,0.93,UpDown
554,-0.06,-0.12,-0.06,-0.02,0.17,0.89,UpDown
555,-0.37,0.37,-0.34,-0.02,0.16,0.95,UpDown
556,-0.35,0.03,-0.21,-0.04,0.15,0.98,UpDown
557,-0.66,0.03,-0.12,-0.01,0.12,0.99,UpDown
558,-0.54,0.17,-0.34,-0.02,0.1,1.07,UpDown
559,-0.12,0.29,-0.14,-0.04,0.11,1.03,UpDown
560,-0.49,0.14,-0.25,-0.05,0.1,1.03,UpDown
561,-0.5,0.33,-0.38,-0.03,0.08,1.05,UpDown
562,-0.43,0.27,-0.21,-0.06,0.07,1.11,UpDown
563,-0.33,0.28,-0.13,-0.08,0.06,1.15,UpDown
564,-0.35,0.18,-0.08,-0.07,0.07,1.13,UpDown
565,0.01,-0.04,0.1,-0.07,0.07,1.1,UpDown
566,0.05,-0.08,0.1,-0.06,0.07,1.06,UpDown
567,-0.12,0.12,-0.01,-0.07,0.06,1.08,UpDown
568,0.11,-0.01,0.09,-0.07,0.06,1.05,UpDown
569,0.07,-0.06,0.07,-0.06,0.06,1.04,UpDown
570,-0.07,0.14,0,-0.07,0.05,1.05,UpDown
571,0.08,-0.02,0.08,-0.06,0.06,1.04,UpDown
572,0.09,-0.01,0.04,-0.06,0.05,1.05,UpDown
573,0,0.12,-0.01,-0.06,0.06,1.04,UpDown
574,0.14,0.1,0.06,-0.07,0.05,1.08,UpDown
575,0.14,-0.01,0.14,-0.09,0.05,1.15,UpDown
576,0.32,0.02,0.17,-0.09,0.07,1.17,UpDown
577,0.45,-0.16,0.36,-0.09,0.07,1.15,UpDown
578,0.15,-0.23,0.42,-0.08,0.06,1.14,UpDown
579,0.62,0.13,0.37,-0.06,0.08,1.07,UpDown
580,0.55,0,0.35,-0.04,0.08,1.05,UpDown
581,0.54,0.06,0.18,-0.03,0.08,1.03,UpDown
582,0.43,0.63,0.06,-0.02,0.1,1.01,UpDown
583,1.01,-0.24,0.19,-0.07,0.09,1,UpDown
584,0.62,-0.2,0.1,-0.05,0.13,0.91,UpDown
585,0.45,-0.02,0.06,-0.06,0.13,0.92,UpDown
586,0.4,-0.26,0.18,-0.06,0.14,0.95,UpDown
587,0.26,-0.01,0.14,-0.04,0.17,0.92,UpDown
588,0.06,-0.04,0.12,-0.03,0.17,0.97,UpDown
589,0.13,0.06,0.07,-0.02,0.18,0.96,UpDown
590,-0.06,0.16,0.03,-0.05,0.17,0.98,UpDown
591,-0.05,0.07,0.07,-0.03,0.17,0.99,UpDown
592,0,0.08,0.09,-0.05,0.15,1.05,UpDown
593,-0.03,0.1,0.07,-0.04,0.16,1.02,UpDown
594,0.06,0.02,0.11,-0.04,0.16,1,UpDown
595,-0.05,-0.02,0.09,-0.05,0.16,0.97,UpDown
596,-0.15,0.17,0.05,-0.04,0.16,0.98,UpDown
597,-0.08,0.04,0.07,-0.04,0.15,0.99,UpDown
598,-0.12,0.1,0.06,-0.05,0.15,1.01,UpDown
599,-0.08,0.21,0.06,-0.04,0.15,0.98,UpDown
600,-0.02,-0.08,0.04,-0.04,0.14,0.97,UpDown
601,-0.27,0.1,0.04,-0.05,0.14,0.98,UpDown
602,0.04,-0.09,-0.02,-0.03,0.14,0.95,UpDown
603,-0.01,-0.12,-0.08,-0.02,0.13,0.94,UpDown
604,-0.19,0.15,-0.22,-0.04,0.11,0.99,UpDown
605,0.26,0.83,-0.24,-0.04,0.13,1.01,UpDown
606,-0.58,0.51,-0.31,-0.06,0.12,1.1,UpDown
607,-0.1,0.07,-0.22,-0.09,0.11,1.12,UpDown
608,-0.12,-0.19,-0.13,-0.1,0.12,1.04,UpDown
609,-0.69,-0.11,-0.14,-0.09,0.12,1.02,UpDown
610,-0.33,-0.04,-0.05,-0.04,0.1,1.02,UpDown
611,-0.28,-0.02,-0.15,-0.07,0.06,1.12,UpDown
612,-0.18,0.12,-0.07,-0.06,0.07,1.09,UpDown
613,-0.3,-0.04,-0.05,-0.07,0.08,1.08,UpDown
614,0.13,-0.18,0.05,-0.06,0.09,1.07,UpDown
615,0.1,-0.07,0,-0.05,0.08,1.06,UpDown
616,-0.15,0.11,-0.11,-0.07,0.07,1.05,UpDown
617,0.19,-0.08,0.07,-0.06,0.07,1.03,UpDown
618,-0.07,0,0.01,-0.05,0.07,1.05,UpDown
619,0.03,0.05,-0.02,-0.05,0.07,1.04,UpDown
620,0.07,-0.05,0.03,-0.06,0.06,1.06,UpDown
621,0.04,0.07,0.05,-0.05,0.06,1.1,UpDown
622,0.24,-0.03,0.03,-0.05,0.07,1.12,UpDown
623,0.49,-0.15,0.17,-0.07,0.07,1.16,UpDown
624,0.77,-0.51,0.23,-0.07,0.08,1.12,UpDown
625,0.64,-0.04,0.06,-0.03,0.08,1.09,UpDown
626,0.57,0.04,0.04,-0.02,0.09,1.11,UpDown
627,0.85,-0.2,-0.05,-0.02,0.12,1.06,UpDown
628,0.36,0.42,-0.22,-0.04,0.13,1.02,UpDown
629,0.42,0.62,-0.13,-0.04,0.14,0.98,UpDown
630,0.38,-0.04,0.09,-0.07,0.14,0.99,UpDown
631,0.64,0.08,0.12,-0.04,0.15,0.94,UpDown
632,0.17,0.07,0.08,-0.04,0.18,0.9,UpDown
633,0.41,-0.12,0.22,-0.05,0.16,0.94,UpDown
634,0.26,0.13,0.18,-0.02,0.18,0.9,UpDown
635,-0.21,0.28,0.03,-0.03,0.17,0.97,UpDown
636,0.13,0.21,0.08,-0.04,0.17,1.01,UpDown
637,0.08,0.12,0.07,-0.04,0.19,0.94,UpDown
638,-0.12,0.09,0.13,-0.06,0.18,0.94,UpDown
639,-0.32,0.28,0.09,-0.05,0.19,0.93,UpDown
640,-0.42,0,0.14,-0.06,0.17,1.01,UpDown
641,-0.15,0.14,0.12,-0.05,0.16,1,UpDown
642,-0.25,0.04,0.08,-0.05,0.16,0.98,UpDown
643,-0.29,-0.09,0.08,-0.04,0.15,0.99,UpDown
644,-0.35,-0.37,0.07,-0.06,0.15,0.98,UpDown
645,-0.32,-0.22,0.09,-0.03,0.13,1,UpDown
646,-0.36,0.23,0.03,-0.03,0.12,1.05,UpDown
647,-0.18,0.06,-0.07,-0.05,0.12,1.01,UpDown
648,-0.31,0.18,0.04,-0.03,0.12,0.96,UpDown
649,-0.23,0.05,-0.06,-0.04,0.08,1.01,UpDown
650,-0.44,0.45,-0.26,-0.05,0.09,0.97,UpDown
651,-0.46,-0.12,-0.08,-0.08,0.06,1.05,UpDown
652,-0.31,0.19,-0.45,-0.03,0.06,1.02,UpDown
653,-0.52,-0.08,-0.3,-0.08,0.03,1.18,UpDown
654,0.07,0,0.06,-0.03,0.05,1.12,UpDown
655,-0.22,0.41,-0.09,-0.07,0.05,1.12,UpDown
656,0.24,-0.02,0.04,-0.06,0.06,1.03,UpDown
657,-0.19,-0.07,0.04,-0.09,0.06,1.06,UpDown
658,0.08,0.01,-0.06,-0.05,0.07,1.06,UpDown
659,0.62,-0.3,0.16,-0.07,0.05,1.08,UpDown
660,-0.17,0.19,-0.1,-0.05,0.08,0.99,UpDown
661,0.22,-0.22,0.11,-0.06,0.06,1.03,UpDown
662,-0.01,0.04,0.09,-0.06,0.06,1.05,UpDown
663,0.05,0.01,0.09,-0.05,0.06,1.05,UpDown
664,-0.01,0.03,0.1,-0.05,0.06,1.07,UpDown
665,0.14,-0.02,0.12,-0.04,0.07,1.08,UpDown
666,0.23,0.02,0.07,-0.04,0.06,1.13,UpDown
667,0.38,0,0.15,-0.06,0.07,1.14,UpDown
668,0.56,-0.06,0.27,-0.06,0.08,1.11,UpDown
669,0.62,-0.23,0.37,-0.06,0.08,1.14,UpDown
670,0.63,0,0.32,-0.04,0.09,1.09,UpDown
671,0.29,0.2,0.4,-0.03,0.1,1.07,UpDown
672,-0.05,0.61,0.34,-0.04,0.1,1.05,UpDown
673,0.28,0.3,0.27,-0.04,0.09,1.04,UpDown
674,0.43,0.56,0.17,-0.05,0.09,1.03,UpDown
675,0.8,0.03,0.21,-0.04,0.11,0.97,UpDown
676,0.43,0.12,0.2,-0.06,0.11,0.94,UpDown
677,0.52,-0.17,0.16,-0.06,0.13,0.91,UpDown
678,0.02,0.06,0.11,-0.06,0.15,0.91,UpDown
679,0.25,0.04,0.12,-0.06,0.16,0.93,UpDown
680,0.07,0.1,0.16,-0.05,0.15,0.93,UpDown
681,-0.19,0.05,0.07,-0.05,0.15,0.99,UpDown
682,0.23,-0.08,0.12,-0.04,0.15,1.02,UpDown
683,0,0.21,0.02,-0.03,0.16,1,UpDown
684,0.06,0.02,0.07,-0.07,0.16,0.99,UpDown
685,-0.25,-0.05,0.06,-0.05,0.17,0.93,UpDown
686,-0.31,0.06,0.01,-0.05,0.15,0.96,UpDown
687,-0.3,-0.04,0.05,-0.06,0.14,0.99,UpDown
688,-0.12,-0.2,0.07,-0.04,0.15,0.95,UpDown
689,-0.12,-0.38,0.05,-0.03,0.13,0.96,UpDown
690,-0.22,-0.43,-0.1,-0.02,0.12,0.96,UpDown
691,-0.31,-0.6,-0.16,0,0.11,0.97,UpDown
692,-0.48,0.14,-0.3,0,0.08,1.03,UpDown
693,-0.45,0.17,-0.27,-0.04,0.09,1.03,UpDown
694,-0.81,0.32,-0.24,-0.02,0.08,1,UpDown
695,-0.15,-0.12,-0.12,-0.04,0.05,1.04,UpDown
696,-0.79,0.39,-0.28,-0.03,0.04,1.06,UpDown
697,-0.36,0.02,-0.02,-0.07,0.03,1.11,UpDown
698,-0.23,0.08,0,-0.03,0.02,1.11,UpDown
699,-0.14,0.27,-0.02,-0.04,0.02,1.13,UpDown
700,-0.04,0.01,0.02,-0.04,0.03,1.13,UpDown
701,0.3,0.04,-0.02,-0.03,0.03,1.08,UpDown
702,0.02,0.28,-0.05,-0.04,0.04,1.05,UpDown
703,0.44,-0.06,0.07,-0.06,0.04,1.05,UpDown
704,0.11,0.19,-0.03,-0.04,0.06,1.02,UpDown
705,-0.26,0.18,-0.02,-0.05,0.04,1.07,UpDown
706,0.19,-0.02,0.07,-0.04,0.04,1.05,UpDown
707,-0.08,0.04,-0.05,-0.03,0.03,1.07,UpDown
708,0.21,0.21,0.02,-0.06,0.02,1.13,UpDown
709,0.43,-0.04,0.06,-0.07,0.04,1.14,UpDown
710,0.74,-0.13,0.23,-0.08,0.05,1.13,UpDown
711,0.83,-0.02,0.3,-0.07,0.05,1.13,UpDown
712,1.05,-0.04,0.39,-0.05,0.08,1.08,UpDown
713,0.85,-0.07,0.29,-0.03,0.09,1.03,UpDown
714,0.45,0.17,0.07,-0.03,0.11,1.03,UpDown
715,0.47,0.21,0.05,-0.03,0.12,1.01,UpDown
716,0.28,0.33,-0.01,0,0.13,0.97,UpDown
717,-0.02,0.61,-0.04,-0.02,0.12,0.98,UpDown
718,0.72,0,0.18,-0.05,0.11,0.99,UpDown
719,0.32,0.07,0.09,-0.04,0.16,0.91,UpDown
720,0.1,0.19,0.11,-0.06,0.15,0.95,UpDown
721,0.2,0.07,0.17,-0.07,0.16,0.97,UpDown
722,0.16,0.06,0.08,-0.05,0.15,0.96,UpDown
723,0.23,0.04,0.1,-0.05,0.15,0.95,UpDown
724,-0.08,0.11,0.07,-0.05,0.16,0.97,UpDown
725,-0.06,0.07,0.05,-0.05,0.16,0.99,UpDown
726,-0.06,0.18,0.02,-0.06,0.16,0.99,UpDown
727,-0.13,0.07,0.05,-0.05,0.16,1,UpDown
728,-0.13,0.08,0.06,-0.07,0.14,1.01,UpDown
729,-0.01,0.1,0.06,-0.06,0.15,0.99,UpDown
730,-0.24,0.11,0.01,-0.07,0.15,1.01,UpDown
731,-0.02,0.02,0.13,-0.06,0.14,1.02,UpDown
732,-0.16,0.03,0.08,-0.05,0.15,0.96,UpDown
733,-0.22,-0.03,0.05,-0.06,0.14,0.95,UpDown
734,-0.12,-0.12,0.06,-0.05,0.14,0.92,UpDown
735,-0.38,0.11,-0.11,-0.03,0.13,0.91,UpDown
736,-0.31,0,-0.2,-0.05,0.1,0.99,UpDown
737,-0.48,0.17,-0.3,-0.07,0.11,0.99,UpDown
738,-0.29,0.28,-0.5,-0.05,0.07,1.09,UpDown
739,0.07,0.05,-0.37,-0.12,0.06,1.15,UpDown
740,0.04,-0.38,-0.08,-0.12,0.08,1.09,UpDown
741,-0.31,-0.14,-0.12,-0.08,0.09,0.96,UpDown
742,-0.53,-0.19,0.01,-0.07,0.06,1.02,UpDown
743,-0.52,0.03,0.01,-0.04,0.05,1.09,UpDown
744,-0.2,0.1,-0.08,-0.06,0.05,1.11,UpDown
745,0,-0.15,0,-0.06,0.04,1.15,UpDown
746,0.18,-0.22,0.14,-0.07,0.05,1.13,UpDown
747,0.16,-0.1,0.02,-0.05,0.07,1.02,UpDown
748,-0.22,0.17,0,-0.07,0.05,1.08,UpDown
749,0.37,-0.28,0.16,-0.04,0.06,1.05,UpDown
750,-0.11,0.1,0.02,-0.03,0.06,1.02,UpDown
751,0.01,0.11,0.03,-0.05,0.05,1.05,UpDown
752,0.05,-0.03,0.08,-0.03,0.05,1.1,UpDown
753,0.29,0.1,0.11,-0.05,0.04,1.14,UpDown
754,0.72,-0.57,0.28,-0.06,0.06,1.12,UpDown
755,0.35,0.08,0.2,-0.04,0.07,1.09,UpDown
756,0.62,0.05,0.21,-0.05,0.08,1.08,UpDown
757,-0.13,0.29,0.3,-0.06,0.09,1.08,UpDown
758,0.23,0.45,0.54,-0.03,0.07,1.11,UpDown
759,0.43,0.23,0.16,0.01,0.07,1.01,UpDown
760,-0.26,0.76,-0.03,0.03,0.07,0.99,UpDown
761,0.5,0.75,-0.16,-0.05,0.07,1,UpDown
762,0.79,-0.23,0.11,-0.1,0.09,0.98,UpDown
763,0.47,0.29,0.18,-0.1,0.12,0.96,UpDown
764,0.28,0.12,0.21,-0.09,0.15,0.94,UpDown
765,0.03,0.14,0.19,-0.09,0.13,0.96,UpDown
766,0.48,-0.09,0.22,-0.09,0.13,0.99,UpDown
767,0.09,0.13,0.08,-0.05,0.15,0.92,UpDown
768,0.09,0.18,0.07,-0.08,0.14,0.96,UpDown
769,0.01,0.07,0.03,-0.06,0.15,0.95,UpDown
770,-0.18,0.27,0,-0.07,0.13,1.01,UpDown
771,-0.02,0.1,0.05,-0.09,0.14,1.03,UpDown
772,0.01,0.01,0.12,-0.08,0.14,1.02,UpDown
773,0.05,0.07,0.14,-0.08,0.14,0.98,UpDown
774,-0.11,-0.04,0.11,-0.08,0.14,0.99,UpDown
775,-0.15,0.14,0.07,-0.08,0.14,0.97,UpDown
776,-0.19,0.12,0.02,-0.08,0.12,0.98,UpDown
777,-0.12,0.17,0.08,-0.08,0.12,0.96,UpDown
778,-0.35,-0.01,0.03,-0.07,0.12,0.96,UpDown
779,-0.05,-0.18,-0.07,-0.05,0.11,0.98,UpDown
780,-0.07,-0.12,-0.18,-0.06,0.12,0.94,UpDown
781,-0.37,-0.09,-0.25,-0.08,0.09,0.99,UpDown
782,-0.08,-0.3,-0.24,-0.03,0.09,0.91,UpDown
783,-0.79,0.24,-0.46,-0.07,0.05,1.05,UpDown
784,-0.05,-0.06,-0.23,-0.08,0.05,1.03,UpDown
785,-0.35,-0.46,-0.23,-0.07,0.03,0.98,UpDown
786,-1.08,0.33,-0.39,-0.09,0.02,1.16,UpDown
787,0.4,-0.45,0.1,-0.07,0.01,1.19,UpDown
788,-0.33,-0.15,0.01,-0.06,0.03,1.21,UpDown
789,0.77,-0.21,0.04,-0.05,0.04,1.14,UpDown
790,-0.01,-0.02,0,-0.06,0.06,1.08,UpDown
791,0.06,0.05,0.1,-0.05,0.07,1.02,UpDown
792,0.07,-0.15,0.07,-0.06,0.06,1.01,UpDown
793,-0.01,0.06,0.1,-0.04,0.05,1.03,UpDown
794,-0.02,0.11,0,-0.04,0.04,1.06,UpDown
795,0.35,-0.16,0.1,-0.04,0.04,1.08,UpDown
796,0.18,0.14,0.02,-0.03,0.04,1.11,UpDown
797,0.28,0.19,-0.01,-0.05,0.06,1.13,UpDown
798,0.47,0.13,0.14,-0.06,0.06,1.12,UpDown
799,0.45,0.11,0.17,-0.07,0.07,1.09,UpDown
800,0.57,-0.01,0.16,-0.04,0.07,1.08,UpDown
801,0.57,0.29,0.11,-0.02,0.08,1.05,UpDown
802,0.1,0.48,0.01,-0.02,0.09,1.03,UpDown
803,0.5,0.28,0.02,-0.06,0.08,1.04,UpDown
804,0.25,0.44,0.1,-0.07,0.11,1.01,UpDown
805,0.17,0.37,0.05,-0.06,0.09,1,UpDown
806,0.28,0.31,0.12,-0.1,0.07,1.08,UpDown
807,0.71,-0.21,0.26,-0.08,0.1,1.02,UpDown
808,0.57,0.04,0.12,-0.07,0.11,0.99,UpDown
809,0.42,0.07,0.19,-0.08,0.12,0.96,UpDown
810,0.22,0.08,0.13,-0.07,0.15,0.95,UpDown
811,0.42,0.02,0.18,-0.09,0.13,0.99,UpDown
812,0.31,-0.04,0.2,-0.08,0.17,0.93,UpDown
813,0,0.09,0.12,-0.07,0.16,0.93,UpDown
814,0.03,0.05,0.12,-0.07,0.17,0.93,UpDown
815,-0.32,0.2,0.02,-0.06,0.17,0.92,UpDown
816,-0.26,0.02,0.01,-0.07,0.15,1.01,UpDown
817,-0.08,0.12,0.06,-0.06,0.15,1.02,UpDown
818,-0.19,0.08,0.08,-0.09,0.15,1.04,UpDown
819,0.13,-0.08,0.18,-0.07,0.15,0.98,UpDown
820,-0.34,-0.2,0.1,-0.08,0.16,0.94,UpDown
821,-0.2,-0.1,0.04,-0.05,0.15,0.98,UpDown
822,0.17,-0.22,0.07,-0.06,0.15,0.98,UpDown
823,-0.17,-0.22,-0.01,-0.05,0.15,0.93,UpDown
824,-0.58,-0.01,0.01,-0.05,0.12,0.98,UpDown
825,-0.55,-0.28,-0.08,-0.02,0.13,0.95,UpDown
826,-0.59,-0.11,-0.47,-0.01,0.08,1.05,UpDown
827,-0.59,0.04,-0.29,-0.07,0.07,1.02,UpDown
828,-0.69,-0.22,-0.04,-0.03,0.06,1,UpDown
829,-0.65,0.28,0.07,-0.06,0.02,1.07,UpDown
830,-0.56,0,0.06,-0.05,0.02,1.13,UpDown
831,-0.11,-0.02,0.12,-0.04,0.01,1.17,UpDown
832,0.06,0.03,0.2,-0.04,0.01,1.1,UpDown
833,-0.05,-0.18,0.09,-0.03,0.05,1.02,UpDown
834,-0.19,0.05,0.01,-0.02,0.03,1.07,UpDown
835,0.02,0.11,-0.02,-0.03,0.03,1.08,UpDown
836,-0.02,0.05,-0.03,-0.05,0.02,1.06,UpDown
837,0.24,-0.15,0.11,-0.05,0.02,1.05,UpDown
838,0.09,0.09,0.01,-0.02,0.02,1.04,UpDown
839,0.14,0.08,0,-0.03,0.01,1.06,UpDown
840,0.21,-0.02,0.07,-0.04,0.02,1.06,UpDown
841,0.09,0.11,-0.02,-0.03,0.02,1.05,UpDown
842,0.19,0.19,0.02,-0.03,0.02,1.09,UpDown
843,0.32,0.11,0.01,-0.04,0.02,1.15,UpDown
844,0.65,0.28,0.01,-0.04,0.04,1.16,UpDown
845,0.81,0.07,0.04,-0.05,0.05,1.13,UpDown
846,0.57,0.29,0.12,-0.05,0.07,1.1,UpDown
847,0.51,0.51,0.17,-0.05,0.08,1.05,UpDown
848,0,0.62,0.07,-0.06,0.08,1.08,UpDown
849,1.08,-0.25,0.29,-0.06,0.07,1.05,UpDown
850,0.61,0.08,0.18,-0.02,0.09,0.97,UpDown
851,0.63,0.36,0.04,-0.04,0.1,0.99,UpDown
852,0.65,0.09,0.14,-0.05,0.13,0.95,UpDown
853,0.25,0.23,0.03,-0.05,0.15,0.9,UpDown
854,0.26,0.16,0.09,-0.09,0.14,0.94,UpDown
855,0.3,-0.02,0.13,-0.08,0.16,0.93,UpDown
856,-0.14,0.08,0.03,-0.06,0.16,0.93,UpDown
857,-0.07,0.07,0.08,-0.09,0.14,1.02,UpDown
858,0.11,0.04,0.1,-0.06,0.15,0.98,UpDown
859,-0.01,0.15,0,-0.08,0.14,1.01,UpDown
860,0.01,0.07,0.05,-0.07,0.15,1,UpDown
861,-0.14,0.04,0.03,-0.07,0.15,0.99,UpDown
862,-0.04,-0.03,0.12,-0.08,0.14,1,UpDown
863,-0.02,-0.14,0.1,-0.07,0.14,0.98,UpDown
864,0.19,-0.44,0.16,-0.08,0.15,0.97,UpDown
